,date,label,media,campaign,spend,imp,install,CPI,first_purchase,cpa,binned
2217,2022.8.12,인스톨,페이스북,fb_app_install_catalog_ios_2201,1418704,200598,666,2130,9,157634,"(455.0, 910.0]"
2221,2022.8.13,인스톨,페이스북,fb_app_install_AAA_aos_2205,1783604,267405,848,2103,26,68600,"(455.0, 910.0]"
2222,2022.8.13,인스톨,페이스북,fb_app_install_AAA_ios_2205,2233250,769546,1321,1691,23,97098,"(910.0, 1365.0]"
2223,2022.8.13,인스톨,페이스북,fb_app_install_catalog_aos_2201,1199596,86421,441,2720,11,109054,"(0.0, 455.0]"
2224,2022.8.13,인스톨,페이스북,fb_app_install_catalog_ios_2201,1498748,204256,622,2410,14,107053,"(455.0, 910.0]"
2228,2022.8.14,인스톨,페이스북,fb_app_install_AAA_aos_2205,1873084,279580,1013,1849,19,98583,"(910.0, 1365.0]"
2229,2022.8.14,인스톨,페이스북,fb_app_install_AAA_ios_2205,2290931,835903,1329,1724,24,95455,"(910.0, 1365.0]"
2230,2022.8.14,인스톨,페이스북,fb_app_install_catalog_aos_2201,1248214,106861,510,2447,16,78013,"(455.0, 910.0]"
2231,2022.8.14,인스톨,페이스북,fb_app_install_catalog_ios_2201,1524552,229258,641,2378,4,381138,"(455.0, 910.0]"
2235,2022.8.15,인스톨,페이스북,fb_app_install_AAA_aos_2205,1830010,300803,1039,1761,34,53824,"(910.0, 1365.0]"
2236,2022.8.15,인스톨,페이스북,fb_app_install_AAA_ios_2205,2238108,927579,1446,1548,21,106577,"(1365.0, 1820.0]"
2237,2022.8.15,인스톨,페이스북,fb_app_install_catalog_aos_2201,1218330,109783,572,2130,17,71666,"(455.0, 910.0]"
2238,2022.8.15,인스톨,페이스북,fb_app_install_catalog_ios_2201,1490852,250190,723,2062,28,53245,"(455.0, 910.0]"
2242,2022.8.16,인스톨,페이스북,fb_app_install_AAA_aos_2205,1782436,312256,976,1826,36,49512,"(910.0, 1365.0]"
2243,2022.8.16,인스톨,페이스북,fb_app_install_AAA_ios_2205,2174992,829204,1373,1584,24,90625,"(1365.0, 1820.0]"
2244,2022.8.16,인스톨,페이스북,fb_app_install_catalog_aos_2201,1186406,121660,469,2530,16,74150,"(455.0, 910.0]"
2245,2022.8.16,인스톨,페이스북,fb_app_install_catalog_ios_2201,1449336,252915,689,2104,7,207048,"(455.0, 910.0]"
2249,2022.8.17,인스톨,페이스북,fb_app_install_AAA_aos_2205,1774665,337193,1021,1738,33,53778,"(910.0, 1365.0]"
2250,2022.8.17,인스톨,페이스북,fb_app_install_AAA_ios_2205,2173046,797639,1335,1628,22,98775,"(910.0, 1365.0]"
2251,2022.8.17,인스톨,페이스북,fb_app_install_catalog_aos_2201,1183774,114849,536,2209,23,51468,"(455.0, 910.0]"
2252,2022.8.17,인스톨,페이스북,fb_app_install_catalog_ios_2201,1444337,260968,630,2293,10,144434,"(455.0, 910.0]"
2256,2022.8.18,인스톨,페이스북,fb_app_install_AAA_aos_2205,1751680,296328,1000,1752,17,103040,"(910.0, 1365.0]"
2257,2022.8.18,인스톨,페이스북,fb_app_install_AAA_ios_2205,2140343,770859,1417,1510,23,93058,"(1365.0, 1820.0]"
2258,2022.8.18,인스톨,페이스북,fb_app_install_catalog_aos_2201,1168217,100910,494,2365,17,68719,"(455.0, 910.0]"
2259,2022.8.18,인스톨,페이스북,fb_app_install_catalog_ios_2201,1426989,230780,699,2041,6,237831,"(455.0, 910.0]"
2263,2022.8.19,인스톨,페이스북,fb_app_install_AAA_aos_2205,1761335,307601,934,1886,18,97852,"(910.0, 1365.0]"
2264,2022.8.19,인스톨,페이스북,fb_app_install_AAA_ios_2205,2120332,920547,1387,1529,8,265042,"(1365.0, 1820.0]"
2265,2022.8.19,인스톨,페이스북,fb_app_install_catalog_aos_2201,1174010,109542,462,2541,14,83858,"(455.0, 910.0]"
2266,2022.8.19,인스톨,페이스북,fb_app_install_catalog_ios_2201,1408411,238798,676,2083,3,469470,"(455.0, 910.0]"
2270,2022.8.20,인스톨,페이스북,fb_app_install_AAA_aos_2205,1784616,261719,1069,1669,27,66097,"(910.0, 1365.0]"
2271,2022.8.20,인스톨,페이스북,fb_app_install_AAA_ios_2205,2222037,694737,1291,1721,21,105811,"(910.0, 1365.0]"
2272,2022.8.20,인스톨,페이스북,fb_app_install_catalog_aos_2201,1195438,97242,523,2286,16,74715,"(455.0, 910.0]"
2273,2022.8.20,인스톨,페이스북,fb_app_install_catalog_ios_2201,1498436,240184,680,2204,6,249739,"(455.0, 910.0]"
2277,2022.8.21,인스톨,페이스북,fb_app_install_AAA_aos_2205,1872804,247528,1079,1736,30,62427,"(910.0, 1365.0]"
2278,2022.8.21,인스톨,페이스북,fb_app_install_AAA_ios_2205,2286929,711256,1522,1503,32,71467,"(1365.0, 1820.0]"
2279,2022.8.21,인스톨,페이스북,fb_app_install_catalog_aos_2201,1246813,96244,565,2207,8,155852,"(455.0, 910.0]"
2280,2022.8.21,인스톨,페이스북,fb_app_install_catalog_ios_2201,1523306,241450,727,2095,10,152331,"(455.0, 910.0]"
2284,2022.8.22,인스톨,페이스북,fb_app_install_AAA_aos_2205,1834511,235758,955,1921,18,101917,"(910.0, 1365.0]"
2285,2022.8.22,인스톨,페이스북,fb_app_install_AAA_ios_2205,2240242,687378,1598,1402,18,124458,"(1365.0, 1820.0]"
2286,2022.8.22,인스톨,페이스북,fb_app_install_catalog_aos_2201,1221351,92536,465,2627,13,93950,"(455.0, 910.0]"
2287,2022.8.22,인스톨,페이스북,fb_app_install_catalog_ios_2201,1493313,246395,799,1869,18,82962,"(455.0, 910.0]"
2291,2022.8.23,인스톨,페이스북,fb_app_install_AAA_aos_2205,1780738,225589,1008,1767,20,89037,"(910.0, 1365.0]"
2292,2022.8.23,인스톨,페이스북,fb_app_install_AAA_ios_2205,2177048,626431,1506,1446,17,128062,"(1365.0, 1820.0]"
2293,2022.8.23,인스톨,페이스북,fb_app_install_catalog_aos_2201,1185877,93671,473,2507,12,98823,"(455.0, 910.0]"
2294,2022.8.23,인스톨,페이스북,fb_app_install_catalog_ios_2201,1449600,244649,788,1840,24,60400,"(455.0, 910.0]"
2298,2022.8.24,인스톨,페이스북,fb_app_install_AAA_aos_2205,1779212,242856,1000,1779,24,74134,"(910.0, 1365.0]"
2299,2022.8.24,인스톨,페이스북,fb_app_install_AAA_ios_2205,2171270,703652,1418,1531,22,98694,"(1365.0, 1820.0]"
2300,2022.8.24,인스톨,페이스북,fb_app_install_catalog_aos_2201,1184273,92401,473,2504,10,118427,"(455.0, 910.0]"
2301,2022.8.24,인스톨,페이스북,fb_app_install_catalog_ios_2201,1446735,239395,702,2061,25,57869,"(455.0, 910.0]"
2305,2022.8.25,인스톨,페이스북,fb_app_install_AAA_aos_2205,1754374,270685,985,1781,26,67476,"(910.0, 1365.0]"
2306,2022.8.25,인스톨,페이스북,fb_app_install_AAA_ios_2205,2146339,759246,1431,1500,29,74012,"(1365.0, 1820.0]"
2307,2022.8.25,인스톨,페이스북,fb_app_install_catalog_aos_2201,1171737,97651,515,2275,18,65096,"(455.0, 910.0]"
2308,2022.8.25,인스톨,페이스북,fb_app_install_catalog_ios_2201,1432813,244793,737,1944,9,159201,"(455.0, 910.0]"
2312,2022.8.26,인스톨,페이스북,fb_app_install_AAA_aos_2205,1756990,279762,989,1777,24,73208,"(910.0, 1365.0]"
2313,2022.8.26,인스톨,페이스북,fb_app_install_AAA_ios_2205,2150185,667425,1324,1624,18,119455,"(910.0, 1365.0]"
2314,2022.8.26,인스톨,페이스북,fb_app_install_catalog_aos_2201,1171550,97735,510,2297,15,78103,"(455.0, 910.0]"
2315,2022.8.26,인스톨,페이스북,fb_app_install_catalog_ios_2201,1435071,230269,695,2065,17,84416,"(455.0, 910.0]"
2319,2022.8.27,인스톨,페이스북,fb_app_install_AAA_aos_2205,1779197,317937,1099,1619,27,65896,"(910.0, 1365.0]"
2320,2022.8.27,인스톨,페이스북,fb_app_install_AAA_ios_2205,2187777,720560,1339,1634,19,115146,"(910.0, 1365.0]"
2321,2022.8.27,인스톨,페이스북,fb_app_install_catalog_aos_2201,1192791,105825,548,2177,25,47712,"(455.0, 910.0]"
2322,2022.8.27,인스톨,페이스북,fb_app_install_catalog_ios_2201,1462074,226998,640,2284,15,97472,"(455.0, 910.0]"
2326,2022.8.28,인스톨,페이스북,fb_app_install_AAA_aos_2205,1867836,303432,1251,1493,25,74713,"(910.0, 1365.0]"
2327,2022.8.28,인스톨,페이스북,fb_app_install_AAA_ios_2205,2278535,787820,1586,1437,35,65101,"(1365.0, 1820.0]"
2328,2022.8.28,인스톨,페이스북,fb_app_install_catalog_aos_2201,1242343,103126,604,2057,29,42839,"(455.0, 910.0]"
2329,2022.8.28,인스톨,페이스북,fb_app_install_catalog_ios_2201,1517871,238978,740,2051,14,108419,"(455.0, 910.0]"
2333,2022.8.29,인스톨,페이스북,fb_app_install_AAA_aos_2205,1836457,299483,1193,1539,37,49634,"(910.0, 1365.0]"
2334,2022.8.29,인스톨,페이스북,fb_app_install_AAA_ios_2205,2242298,721763,1747,1284,40,56057,"(1365.0, 1820.0]"
2335,2022.8.29,인스톨,페이스북,fb_app_install_catalog_aos_2201,1222426,113786,566,2160,22,55565,"(455.0, 910.0]"
2336,2022.8.29,인스톨,페이스북,fb_app_install_catalog_ios_2201,1494014,255197,824,1813,13,114924,"(455.0, 910.0]"
2340,2022.8.30,인스톨,페이스북,fb_app_install_AAA_aos_2205,1784040,275667,1245,1433,31,57550,"(910.0, 1365.0]"
2341,2022.8.30,인스톨,페이스북,fb_app_install_AAA_ios_2205,2176207,731851,1847,1178,44,49459,"(1820.0, 2275.0]"
2342,2022.8.30,인스톨,페이스북,fb_app_install_catalog_aos_2201,1186359,107969,632,1877,18,65909,"(455.0, 910.0]"
2343,2022.8.30,인스톨,페이스북,fb_app_install_catalog_ios_2201,1450737,267474,863,1681,18,80597,"(455.0, 910.0]"
2347,2022.8.31,인스톨,페이스북,fb_app_install_AAA_aos_2205,1770787,272997,1208,1466,30,59026,"(910.0, 1365.0]"
2348,2022.8.31,인스톨,페이스북,fb_app_install_AAA_ios_2205,2170788,703183,1892,1147,18,120599,"(1820.0, 2275.0]"
2349,2022.8.31,인스톨,페이스북,fb_app_install_catalog_aos_2201,1182093,105095,570,2074,17,69535,"(455.0, 910.0]"
2350,2022.8.31,인스톨,페이스북,fb_app_install_catalog_ios_2201,1446766,244277,974,1485,9,160752,"(910.0, 1365.0]"
2354,2022.9.1,인스톨,페이스북,fb_app_install_AAA_aos_2205,1857646,235129,1042,1783,46,40384,"(910.0, 1365.0]"
2355,2022.9.1,인스톨,페이스북,fb_app_install_AAA_ios_2205,2371665,757131,1702,1393,46,51558,"(1365.0, 1820.0]"
2356,2022.9.1,인스톨,페이스북,fb_app_install_catalog_aos_2201,1079976,93102,468,2308,15,71998,"(455.0, 910.0]"
2357,2022.9.1,인스톨,페이스북,fb_app_install_catalog_ios_2201,1376917,216786,950,1449,10,137692,"(910.0, 1365.0]"
2360,2022.9.2,인스톨,페이스북,fb_app_install_AAA_aos_2205,2080141,268850,1093,1903,17,122361,"(910.0, 1365.0]"
2361,2022.9.2,인스톨,페이스북,fb_app_install_AAA_ios_2205,3112254,922512,1558,1998,41,75909,"(1365.0, 1820.0]"
2362,2022.9.2,인스톨,페이스북,fb_app_install_catalog_aos_2201,889848,77595,353,2521,10,88985,"(0.0, 455.0]"
2363,2022.9.2,인스톨,페이스북,fb_app_install_catalog_ios_2201,1331418,187152,709,1878,22,60519,"(455.0, 910.0]"
2366,2022.9.3,인스톨,페이스북,fb_app_install_AAA_aos_2205,2096057,318162,1299,1614,32,65502,"(910.0, 1365.0]"
2367,2022.9.3,인스톨,페이스북,fb_app_install_AAA_ios_2205,3158994,975311,1740,1816,42,75214,"(1365.0, 1820.0]"
2368,2022.9.3,인스톨,페이스북,fb_app_install_catalog_aos_2201,900162,81802,392,2296,13,69243,"(0.0, 455.0]"
2369,2022.9.3,인스톨,페이스북,fb_app_install_catalog_ios_2201,1356742,202465,623,2178,23,58989,"(455.0, 910.0]"
2372,2022.9.4,인스톨,페이스북,fb_app_install_AAA_aos_2205,2219622,328317,1363,1628,34,65283,"(910.0, 1365.0]"
2373,2022.9.4,인스톨,페이스북,fb_app_install_AAA_ios_2205,3321971,1045940,1906,1743,43,77255,"(1820.0, 2275.0]"
2374,2022.9.4,인스톨,페이스북,fb_app_install_catalog_aos_2201,948528,84972,443,2141,15,63235,"(0.0, 455.0]"
2375,2022.9.4,인스톨,페이스북,fb_app_install_catalog_ios_2201,1421711,203450,700,2031,21,67701,"(455.0, 910.0]"
2378,2022.9.5,인스톨,페이스북,fb_app_install_AAA_aos_2205,2175734,315487,1277,1704,24,90656,"(910.0, 1365.0]"
2379,2022.9.5,인스톨,페이스북,fb_app_install_AAA_ios_2205,3260121,1050299,2275,1433,36,90559,"(1820.0, 2275.0]"
2380,2022.9.5,인스톨,페이스북,fb_app_install_catalog_aos_2201,931305,80248,430,2166,19,49016,"(0.0, 455.0]"
2381,2022.9.5,인스톨,페이스북,fb_app_install_catalog_ios_2201,1395515,216048,739,1888,27,51686,"(455.0, 910.0]"
2384,2022.9.6,인스톨,페이스북,fb_app_install_AAA_aos_2205,2111452,366765,1268,1665,27,78202,"(910.0, 1365.0]"
2385,2022.9.6,인스톨,페이스북,fb_app_install_AAA_ios_2205,3166205,1058378,2164,1463,39,81185,"(1820.0, 2275.0]"
2386,2022.9.6,인스톨,페이스북,fb_app_install_catalog_aos_2201,905378,83818,421,2151,12,75448,"(0.0, 455.0]"
2387,2022.9.6,인스톨,페이스북,fb_app_install_catalog_ios_2201,1354545,209768,714,1897,24,56439,"(455.0, 910.0]"
2390,2022.9.7,인스톨,페이스북,fb_app_install_AAA_aos_2205,2096845,357271,1255,1671,35,59910,"(910.0, 1365.0]"
2391,2022.9.7,인스톨,페이스북,fb_app_install_AAA_ios_2205,3148563,949774,2168,1452,26,121099,"(1820.0, 2275.0]"
2392,2022.9.7,인스톨,페이스북,fb_app_install_catalog_aos_2201,901118,79953,384,2347,14,64366,"(0.0, 455.0]"
2393,2022.9.7,인스톨,페이스북,fb_app_install_catalog_ios_2201,1350603,201116,697,1938,8,168825,"(455.0, 910.0]"
2396,2022.9.8,인스톨,페이스북,fb_app_install_AAA_aos_2205,2087353,344622,1280,1631,30,69578,"(910.0, 1365.0]"
2397,2022.9.8,인스톨,페이스북,fb_app_install_AAA_ios_2205,3131255,1021746,1941,1613,16,195703,"(1820.0, 2275.0]"
2398,2022.9.8,인스톨,페이스북,fb_app_install_catalog_aos_2201,894225,83203,418,2139,9,99358,"(0.0, 455.0]"
2399,2022.9.8,인스톨,페이스북,fb_app_install_catalog_ios_2201,1340222,206034,676,1983,13,103094,"(455.0, 910.0]"
2402,2022.9.9,인스톨,페이스북,fb_app_install_AAA_aos_2205,2105968,279743,1326,1588,38,55420,"(910.0, 1365.0]"
2403,2022.9.9,인스톨,페이스북,fb_app_install_AAA_ios_2205,3146315,979576,1686,1866,25,125853,"(1365.0, 1820.0]"
2404,2022.9.9,인스톨,페이스북,fb_app_install_catalog_aos_2201,900011,78150,431,2088,16,56251,"(0.0, 455.0]"
2405,2022.9.9,인스톨,페이스북,fb_app_install_catalog_ios_2201,1348306,227816,668,2018,17,79312,"(455.0, 910.0]"
2408,2022.9.10,인스톨,페이스북,fb_app_install_AAA_aos_2205,2108685,272534,1498,1408,34,62020,"(1365.0, 1820.0]"
2409,2022.9.10,인스톨,페이스북,fb_app_install_AAA_ios_2205,3184116,956864,2050,1553,50,63682,"(1820.0, 2275.0]"
2410,2022.9.10,인스톨,페이스북,fb_app_install_catalog_aos_2201,907558,75618,482,1883,13,69812,"(455.0, 910.0]"
2411,2022.9.10,인스톨,페이스북,fb_app_install_catalog_ios_2201,1371282,216621,696,1970,18,76182,"(455.0, 910.0]"
2414,2022.9.11,인스톨,페이스북,fb_app_install_AAA_aos_2205,2225073,282487,1404,1585,42,52978,"(1365.0, 1820.0]"
2415,2022.9.11,인스톨,페이스북,fb_app_install_AAA_ios_2205,3330541,952878,2215,1504,60,55509,"(1820.0, 2275.0]"
2416,2022.9.11,인스톨,페이스북,fb_app_install_catalog_aos_2201,951413,77465,438,2172,14,67958,"(0.0, 455.0]"
2417,2022.9.11,인스톨,페이스북,fb_app_install_catalog_ios_2201,1424763,217267,724,1968,21,67846,"(455.0, 910.0]"
2420,2022.9.12,인스톨,페이스북,fb_app_install_AAA_aos_2205,2166862,375085,1477,1467,41,52850,"(1365.0, 1820.0]"
2421,2022.9.12,인스톨,페이스북,fb_app_install_AAA_ios_2205,3237782,1028708,2172,1491,57,56803,"(1820.0, 2275.0]"
2422,2022.9.12,인스톨,페이스북,fb_app_install_catalog_aos_2201,925418,85374,469,1973,19,48706,"(455.0, 910.0]"
2423,2022.9.12,인스톨,페이스북,fb_app_install_catalog_ios_2201,1386040,226571,725,1912,18,77002,"(455.0, 910.0]"
2424,2022.9.12,인스톨,페이스북,fb_app_install_static_aos_2202,0,0,0,0,0,0,
2427,2022.9.13,인스톨,페이스북,fb_app_install_AAA_aos_2205,2109658,311183,1261,1673,30,70322,"(910.0, 1365.0]"
2428,2022.9.13,인스톨,페이스북,fb_app_install_AAA_ios_2205,3162415,934455,2261,1399,35,90355,"(1820.0, 2275.0]"
2429,2022.9.13,인스톨,페이스북,fb_app_install_catalog_aos_2201,904321,78872,456,1983,10,90432,"(455.0, 910.0]"
2430,2022.9.13,인스톨,페이스북,fb_app_install_catalog_ios_2201,1354528,222121,755,1794,14,96752,"(455.0, 910.0]"
2434,2022.9.14,인스톨,페이스북,fb_app_install_AAA_aos_2205,2099444,293801,1231,1705,28,74980,"(910.0, 1365.0]"
2435,2022.9.14,인스톨,페이스북,fb_app_install_AAA_ios_2205,3147053,905196,1859,1693,31,101518,"(1820.0, 2275.0]"
2436,2022.9.14,인스톨,페이스북,fb_app_install_catalog_aos_2201,900581,76564,404,2229,16,56286,"(0.0, 455.0]"
2437,2022.9.14,인스톨,페이스북,fb_app_install_catalog_ios_2201,1348641,193588,672,2007,19,70981,"(455.0, 910.0]"
2441,2022.9.15,인스톨,페이스북,fb_app_install_AAA_aos_2205,2086397,279657,1186,1759,33,63224,"(910.0, 1365.0]"
2442,2022.9.15,인스톨,페이스북,fb_app_install_AAA_ios_2205,3130501,1013483,1868,1676,37,84608,"(1820.0, 2275.0]"
2443,2022.9.15,인스톨,페이스북,fb_app_install_catalog_aos_2201,893856,74181,365,2449,16,55866,"(0.0, 455.0]"
2444,2022.9.15,인스톨,페이스북,fb_app_install_catalog_ios_2201,1339451,218533,595,2251,14,95675,"(455.0, 910.0]"
2448,2022.9.16,인스톨,페이스북,fb_app_install_AAA_aos_2205,1994578,248142,1023,1950,33,60442,"(910.0, 1365.0]"
2449,2022.9.16,인스톨,페이스북,fb_app_install_AAA_ios_2205,3016176,911212,1781,1694,25,120647,"(1365.0, 1820.0]"
2450,2022.9.16,인스톨,페이스북,fb_app_install_catalog_aos_2201,834941,66171,331,2522,11,75904,"(0.0, 455.0]"
2451,2022.9.16,인스톨,페이스북,fb_app_install_catalog_ios_2201,1261921,183680,611,2065,10,126192,"(455.0, 910.0]"
2455,2022.9.17,인스톨,페이스북,fb_app_install_AAA_aos_2205,2008045,236978,1139,1763,22,91275,"(910.0, 1365.0]"
2456,2022.9.17,인스톨,페이스북,fb_app_install_AAA_ios_2205,3052216,933937,1565,1950,23,132705,"(1365.0, 1820.0]"
2457,2022.9.17,인스톨,페이스북,fb_app_install_catalog_aos_2201,841264,61864,382,2202,10,84126,"(0.0, 455.0]"
2458,2022.9.17,인스톨,페이스북,fb_app_install_catalog_ios_2201,1283907,195539,533,2409,23,55822,"(455.0, 910.0]"
2462,2022.9.18,인스톨,페이스북,fb_app_install_AAA_aos_2205,2084619,227685,1193,1747,36,57906,"(910.0, 1365.0]"
2463,2022.9.18,인스톨,페이스북,fb_app_install_AAA_ios_2205,3152168,833735,1610,1958,20,157608,"(1365.0, 1820.0]"
2464,2022.9.18,인스톨,페이스북,fb_app_install_catalog_aos_2201,870361,61294,417,2087,13,66951,"(0.0, 455.0]"
2465,2022.9.18,인스톨,페이스북,fb_app_install_catalog_ios_2201,1320500,185507,562,2350,12,110042,"(455.0, 910.0]"
2469,2022.9.19,인스톨,페이스북,fb_app_install_AAA_aos_2205,2040764,238927,1065,1916,26,78491,"(910.0, 1365.0]"
2470,2022.9.19,인스톨,페이스북,fb_app_install_AAA_ios_2205,3087954,876272,1786,1729,24,128665,"(1365.0, 1820.0]"
2471,2022.9.19,인스톨,페이스북,fb_app_install_catalog_aos_2201,852852,62389,365,2337,14,60918,"(0.0, 455.0]"
2472,2022.9.19,인스톨,페이스북,fb_app_install_catalog_ios_2201,1296569,189750,584,2220,12,108047,"(455.0, 910.0]"
2476,2022.9.20,인스톨,페이스북,fb_app_install_AAA_aos_2205,1988289,255956,1068,1862,29,68562,"(910.0, 1365.0]"
2477,2022.9.20,인스톨,페이스북,fb_app_install_AAA_ios_2205,3006935,826662,1741,1727,29,103687,"(1365.0, 1820.0]"
2478,2022.9.20,인스톨,페이스북,fb_app_install_catalog_aos_2201,832207,60262,322,2584,13,64016,"(0.0, 455.0]"
2479,2022.9.20,인스톨,페이스북,fb_app_install_catalog_ios_2201,1263145,180882,587,2152,13,97165,"(455.0, 910.0]"
2483,2022.9.21,인스톨,페이스북,fb_app_install_AAA_aos_2205,1387935,184888,743,1868,23,60345,"(455.0, 910.0]"
2484,2022.9.21,인스톨,페이스북,fb_app_install_AAA_ios_2205,2130135,610418,1746,1220,33,64550,"(1365.0, 1820.0]"
2485,2022.9.21,인스톨,페이스북,fb_app_install_catalog_aos_2201,588279,44884,239,2461,5,117656,"(0.0, 455.0]"
2486,2022.9.21,인스톨,페이스북,fb_app_install_catalog_ios_2201,891928,131824,596,1497,6,148655,"(455.0, 910.0]"
2490,2022.9.22,인스톨,페이스북,fb_app_install_AAA_aos_2205,0,0,21,0,0,0,"(0.0, 455.0]"
2491,2022.9.22,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,1281,0,2,0,"(910.0, 1365.0]"
2492,2022.9.22,인스톨,페이스북,fb_app_install_catalog_aos_2201,0,0,5,0,0,0,"(0.0, 455.0]"
2493,2022.9.22,인스톨,페이스북,fb_app_install_catalog_ios_2201,0,0,460,0,0,0,"(455.0, 910.0]"
2497,2022.9.23,인스톨,페이스북,fb_app_install_AAA_aos_2205,0,0,0,0,0,0,
2498,2022.9.23,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,197,0,0,0,"(0.0, 455.0]"
2499,2022.9.23,인스톨,페이스북,fb_app_install_catalog_aos_2201,0,0,0,0,0,0,
2500,2022.9.23,인스톨,페이스북,fb_app_install_catalog_ios_2201,0,0,72,0,0,0,"(0.0, 455.0]"
2507,2022.9.24,인스톨,페이스북,fb_app_install_AAA_aos_2205,0,0,0,0,0,0,
2508,2022.9.24,인스톨,페이스북,fb_app_install_catalog_aos_2201,0,0,0,0,0,0,
2509,2022.9.24,인스톨,페이스북,fb_app_install_catalog_ios_2201,0,0,45,0,0,0,"(0.0, 455.0]"
2516,2022.9.25,인스톨,페이스북,fb_app_install_AAA_aos_2205,0,0,0,0,0,0,
2517,2022.9.25,인스톨,페이스북,fb_app_install_catalog_ios_2201,0,0,52,0,0,0,"(0.0, 455.0]"
2524,2022.9.26,인스톨,페이스북,fb_app_install_AAA_aos_2205,0,0,0,0,0,0,
2525,2022.9.26,인스톨,페이스북,fb_app_install_catalog_aos_2201,0,0,0,0,0,0,
2526,2022.9.26,인스톨,페이스북,fb_app_install_catalog_ios_2201,0,0,59,0,0,0,"(0.0, 455.0]"
2533,2022.9.27,인스톨,페이스북,fb_app_install_AAA_aos_2205,0,0,0,0,0,0,
