,date,label,media,campaign,spend,imp,install,CPI,first_purchase,cpa,binned
3393,2023.2.17,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1301252,115573,26,50048,5,260250,"(0.0, 455.0]"
3397,2023.2.18,인스톨,페이스북,fb_app_install_catalog_aos_2201,1090050,111589,492,2216,17,64121,"(455.0, 910.0]"
3398,2023.2.18,인스톨,페이스북,fb_app_install_catalog_ios_2301,1090179,160380,559,1950,7,155740,"(455.0, 910.0]"
3399,2023.2.18,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1332188,87276,321,4150,14,95156,"(0.0, 455.0]"
3400,2023.2.18,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1332350,134749,255,5225,13,102488,"(0.0, 455.0]"
3404,2023.2.19,인스톨,페이스북,fb_app_install_catalog_aos_2201,1164181,110570,592,1967,14,83156,"(455.0, 910.0]"
3405,2023.2.19,인스톨,페이스북,fb_app_install_catalog_ios_2301,1163841,158611,562,2071,19,61255,"(455.0, 910.0]"
3406,2023.2.19,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1426792,109141,449,3178,19,75094,"(0.0, 455.0]"
3407,2023.2.19,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1422361,144706,366,3886,6,237060,"(0.0, 455.0]"
3411,2023.2.20,인스톨,페이스북,fb_app_install_catalog_aos_2201,1119935,105227,442,2534,21,53330,"(0.0, 455.0]"
3412,2023.2.20,인스톨,페이스북,fb_app_install_catalog_ios_2301,1119757,151868,636,1761,8,139970,"(455.0, 910.0]"
3413,2023.2.20,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1368704,99297,360,3802,16,85544,"(0.0, 455.0]"
3414,2023.2.20,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1368477,143541,462,2962,35,39099,"(455.0, 910.0]"
3418,2023.2.21,인스톨,페이스북,fb_app_install_catalog_aos_2201,1088611,97049,506,2151,15,72574,"(455.0, 910.0]"
3419,2023.2.21,인스톨,페이스북,fb_app_install_catalog_ios_2301,1088805,147478,581,1874,2,544402,"(455.0, 910.0]"
3420,2023.2.21,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1328436,87573,396,3355,19,69918,"(0.0, 455.0]"
3421,2023.2.21,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1329504,136245,427,3114,24,55396,"(0.0, 455.0]"
3426,2023.2.22,인스톨,페이스북,fb_app_install_catalog_aos_2201,1075738,108746,428,2513,9,119526,"(0.0, 455.0]"
3427,2023.2.22,인스톨,페이스북,fb_app_install_catalog_ios_2301,1079377,151678,604,1787,4,269844,"(455.0, 910.0]"
3428,2023.2.22,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1315434,90438,404,3256,23,57193,"(0.0, 455.0]"
3429,2023.2.22,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1317666,132688,477,2762,14,94119,"(455.0, 910.0]"
3435,2023.2.23,인스톨,페이스북,fb_app_install_catalog_aos_2201,1072358,102295,391,2743,10,107236,"(0.0, 455.0]"
3436,2023.2.23,인스톨,페이스북,fb_app_install_catalog_ios_2301,1072358,150609,605,1772,7,153194,"(455.0, 910.0]"
3437,2023.2.23,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1314739,88277,376,3497,26,50567,"(0.0, 455.0]"
3438,2023.2.23,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1309402,130035,390,3357,14,93529,"(0.0, 455.0]"
3445,2023.2.24,인스톨,페이스북,fb_app_install_catalog_aos_2201,1188552,105599,314,3785,9,132061,"(0.0, 455.0]"
3446,2023.2.24,인스톨,페이스북,fb_app_install_catalog_ios_2301,1044381,131653,563,1855,4,261095,"(455.0, 910.0]"
3447,2023.2.24,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1569556,94135,367,4277,15,104637,"(0.0, 455.0]"
3448,2023.2.24,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1562780,158850,419,3730,6,260463,"(0.0, 455.0]"
3456,2023.2.25,인스톨,페이스북,fb_app_install_catalog_aos_2201,1626189,155706,541,3006,22,73918,"(455.0, 910.0]"
3457,2023.2.25,인스톨,페이스북,fb_app_install_catalog_ios_2301,1040921,138713,511,2037,2,520460,"(455.0, 910.0]"
3458,2023.2.25,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,2108282,130558,544,3876,35,60237,"(455.0, 910.0]"
3459,2023.2.25,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1951287,210247,378,5162,9,216810,"(0.0, 455.0]"
3467,2023.2.26,인스톨,페이스북,fb_app_install_catalog_aos_2201,1817855,165078,662,2746,20,90893,"(455.0, 910.0]"
3468,2023.2.26,인스톨,페이스북,fb_app_install_catalog_ios_2301,1153184,151653,539,2139,5,230637,"(455.0, 910.0]"
3469,2023.2.26,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,2163088,132989,658,3287,27,80114,"(455.0, 910.0]"
3470,2023.2.26,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,2160694,217972,506,4270,15,144046,"(455.0, 910.0]"
3478,2023.2.27,인스톨,페이스북,fb_app_install_catalog_aos_2201,1725887,157896,511,3377,10,172589,"(455.0, 910.0]"
3479,2023.2.27,인스톨,페이스북,fb_app_install_catalog_ios_2301,1106626,144857,607,1823,2,553313,"(455.0, 910.0]"
3480,2023.2.27,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,2076796,133477,542,3832,17,122164,"(455.0, 910.0]"
3481,2023.2.27,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,2075017,223222,700,2964,11,188638,"(455.0, 910.0]"
3489,2023.2.28,인스톨,페이스북,fb_app_install_catalog_aos_2201,1678342,174400,526,3191,9,186482,"(455.0, 910.0]"
3490,2023.2.28,인스톨,페이스북,fb_app_install_catalog_ios_2301,1074784,147273,577,1863,0,0,"(455.0, 910.0]"
3491,2023.2.28,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,2016847,134293,494,4083,17,118638,"(455.0, 910.0]"
3492,2023.2.28,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,2014260,221386,655,3075,9,223807,"(455.0, 910.0]"
3501,2023.3.1,인스톨,페이스북,fb_app_install_catalog_aos_2201,1670111,189411,638,2618,13,128470,"(455.0, 910.0]"
3502,2023.3.1,인스톨,페이스북,fb_app_install_catalog_ios_2301,1068606,161175,572,1868,8,133576,"(455.0, 910.0]"
3503,2023.3.1,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,2007484,146801,603,3329,37,54256,"(455.0, 910.0]"
3504,2023.3.1,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,2002843,243299,584,3430,18,111269,"(455.0, 910.0]"
3513,2023.3.2,인스톨,페이스북,fb_app_install_catalog_aos_2201,1352532,131375,442,3060,15,90169,"(0.0, 455.0]"
3514,2023.3.2,인스톨,페이스북,fb_app_install_catalog_ios_2301,1018604,128404,596,1709,9,113178,"(455.0, 910.0]"
3515,2023.3.2,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1612200,96070,393,4102,16,100763,"(0.0, 455.0]"
3516,2023.3.2,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1554063,159847,662,2348,8,194258,"(455.0, 910.0]"
3525,2023.3.3,인스톨,페이스북,fb_app_install_catalog_aos_2201,1332318,122964,429,3106,9,148035,"(0.0, 455.0]"
3526,2023.3.3,인스톨,페이스북,fb_app_install_catalog_ios_2301,1100610,131405,620,1775,6,183435,"(455.0, 910.0]"
3527,2023.3.3,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1514960,91992,335,4522,19,79735,"(0.0, 455.0]"
3528,2023.3.3,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1511564,119059,578,2615,2,755782,"(455.0, 910.0]"
3537,2023.3.4,인스톨,페이스북,fb_app_install_catalog_aos_2201,1364240,128265,433,3151,24,56843,"(0.0, 455.0]"
3538,2023.3.4,인스톨,페이스북,fb_app_install_catalog_ios_2301,1125450,139071,427,2636,8,140681,"(0.0, 455.0]"
3539,2023.3.4,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1551443,101719,396,3918,16,96965,"(0.0, 455.0]"
3540,2023.3.4,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1552575,140032,421,3688,13,119429,"(0.0, 455.0]"
3549,2023.3.5,인스톨,페이스북,fb_app_install_catalog_aos_2201,1476617,134172,604,2445,16,92289,"(455.0, 910.0]"
3550,2023.3.5,인스톨,페이스북,fb_app_install_catalog_ios_2301,1215154,146625,551,2205,13,93473,"(455.0, 910.0]"
3551,2023.3.5,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1672893,104077,517,3236,30,55763,"(455.0, 910.0]"
3552,2023.3.5,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1666747,143592,450,3704,13,128211,"(0.0, 455.0]"
3560,2023.3.6,인스톨,페이스북,fb_app_install_catalog_aos_2201,1414178,130220,463,3054,13,108783,"(455.0, 910.0]"
3561,2023.3.6,인스톨,페이스북,fb_app_install_catalog_ios_2301,1165798,147357,609,1914,6,194300,"(455.0, 910.0]"
3562,2023.3.6,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1608303,93140,384,4188,17,94606,"(0.0, 455.0]"
3563,2023.3.6,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1602319,134154,495,3237,4,400580,"(455.0, 910.0]"
3572,2023.3.7,인스톨,페이스북,fb_app_install_catalog_aos_2201,1381738,127075,655,2110,24,57572,"(455.0, 910.0]"
3573,2023.3.7,인스톨,페이스북,fb_app_install_catalog_ios_2301,1136835,150180,599,1898,5,227367,"(455.0, 910.0]"
3574,2023.3.7,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1567243,89678,531,2951,18,87069,"(455.0, 910.0]"
3575,2023.3.7,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1560758,133341,501,3115,8,195095,"(455.0, 910.0]"
3585,2023.3.8,인스톨,페이스북,fb_app_install_catalog_aos_2201,1371453,123675,580,2365,12,114288,"(455.0, 910.0]"
3586,2023.3.8,인스톨,페이스북,fb_app_install_catalog_ios_2301,1129331,132874,580,1947,7,161333,"(455.0, 910.0]"
3587,2023.3.8,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1557475,93424,531,2933,20,77874,"(455.0, 910.0]"
3588,2023.3.8,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1553627,136681,404,3846,5,310725,"(0.0, 455.0]"
3599,2023.3.9,인스톨,페이스북,fb_app_install_catalog_aos_2201,1362995,103539,541,2519,16,85187,"(455.0, 910.0]"
3600,2023.3.9,인스톨,페이스북,fb_app_install_catalog_ios_2301,1125434,135237,590,1908,4,281358,"(455.0, 910.0]"
3601,2023.3.9,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1548047,88010,482,3212,20,77402,"(455.0, 910.0]"
3602,2023.3.9,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1544894,128660,496,3115,6,257482,"(455.0, 910.0]"
3611,2023.3.10,인스톨,페이스북,fb_app_install_catalog_aos_2201,1056494,92581,343,3080,10,105649,"(0.0, 455.0]"
3612,2023.3.10,인스톨,페이스북,fb_app_install_catalog_ios_2301,3057590,354019,527,5802,10,305759,"(455.0, 910.0]"
3613,2023.3.10,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3082365,159086,549,5615,26,118553,"(455.0, 910.0]"
3614,2023.3.10,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1665114,135390,440,3784,4,416278,"(0.0, 455.0]"
3624,2023.3.11,인스톨,페이스북,fb_app_install_catalog_aos_2201,956602,85488,296,3232,9,106289,"(0.0, 455.0]"
3625,2023.3.11,인스톨,페이스북,fb_app_install_catalog_ios_2301,3513647,376296,756,4648,13,270281,"(455.0, 910.0]"
3626,2023.3.11,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3557326,187509,667,5333,36,98815,"(455.0, 910.0]"
3627,2023.3.11,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1851719,137380,381,4860,0,0,"(0.0, 455.0]"
3637,2023.3.12,인스톨,페이스북,fb_app_install_catalog_aos_2201,1098459,113032,421,2609,10,109846,"(0.0, 455.0]"
3638,2023.3.12,인스톨,페이스북,fb_app_install_catalog_ios_2301,3943716,431042,1143,3450,12,328643,"(910.0, 1365.0]"
3639,2023.3.12,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3621010,188115,719,5036,34,106500,"(455.0, 910.0]"
3640,2023.3.12,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1894978,134797,454,4174,7,270711,"(0.0, 455.0]"
3651,2023.3.13,인스톨,페이스북,fb_app_install_catalog_aos_2201,1051206,102773,343,3065,12,87600,"(0.0, 455.0]"
3652,2023.3.13,인스톨,페이스북,fb_app_install_catalog_ios_2301,3776064,415879,1274,2964,11,343279,"(910.0, 1365.0]"
3653,2023.3.13,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3438869,181565,621,5538,39,88176,"(455.0, 910.0]"
3654,2023.3.13,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1812308,136430,433,4185,12,151026,"(0.0, 455.0]"
3664,2023.3.14,인스톨,페이스북,fb_app_install_catalog_aos_2201,773247,74081,256,3020,4,193312,"(0.0, 455.0]"
3665,2023.3.14,인스톨,페이스북,fb_app_install_catalog_ios_2301,2769961,327709,1361,2035,13,213074,"(910.0, 1365.0]"
3666,2023.3.14,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,2652975,129950,567,4679,31,85580,"(455.0, 910.0]"
3667,2023.3.14,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1370935,103843,425,3226,4,342734,"(0.0, 455.0]"
3677,2023.3.15,인스톨,페이스북,fb_app_install_catalog_aos_2201,801418,78049,292,2745,6,133570,"(0.0, 455.0]"
3678,2023.3.15,인스톨,페이스북,fb_app_install_catalog_ios_2301,2853471,333092,1052,2712,15,190231,"(910.0, 1365.0]"
3679,2023.3.15,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,2750959,150297,558,4930,20,137548,"(455.0, 910.0]"
3680,2023.3.15,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1316114,104876,404,3258,4,329028,"(0.0, 455.0]"
3690,2023.3.16,인스톨,페이스북,fb_app_install_catalog_aos_2201,832468,78051,359,2319,2,416234,"(0.0, 455.0]"
3691,2023.3.16,인스톨,페이스북,fb_app_install_catalog_ios_2301,2252177,257293,1047,2151,9,250242,"(910.0, 1365.0]"
3692,2023.3.16,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,2601129,116692,487,5341,21,123863,"(455.0, 910.0]"
3693,2023.3.16,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1171005,102822,347,3375,2,585503,"(0.0, 455.0]"
3703,2023.3.17,인스톨,페이스북,fb_app_install_AAA_aos_2205,60725,18484,51,1191,1,60725,"(0.0, 455.0]"
3704,2023.3.17,인스톨,페이스북,fb_app_install_AAA_ios_2205,80228,47197,0,0,0,0,
3705,2023.3.17,인스톨,페이스북,fb_app_install_catalog_aos_2201,594809,43197,324,1836,5,118962,"(0.0, 455.0]"
3706,2023.3.17,인스톨,페이스북,fb_app_install_catalog_ios_2301,1244004,122555,915,1360,3,414668,"(910.0, 1365.0]"
3707,2023.3.17,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,2660139,99508,640,4156,26,102313,"(455.0, 910.0]"
3708,2023.3.17,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,991775,67301,354,2802,4,247944,"(0.0, 455.0]"
3717,2023.3.18,인스톨,페이스북,fb_app_install_AAA_aos_2205,190955,31490,227,841,7,27279,"(0.0, 455.0]"
3718,2023.3.18,인스톨,페이스북,fb_app_install_AAA_ios_2205,286028,169759,10,28603,0,0,"(0.0, 455.0]"
3719,2023.3.18,인스톨,페이스북,fb_app_install_catalog_aos_2201,801661,36762,636,1260,4,200415,"(455.0, 910.0]"
3720,2023.3.18,인스톨,페이스북,fb_app_install_catalog_ios_2301,1566143,143899,771,2031,6,261024,"(455.0, 910.0]"
3721,2023.3.18,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,2683216,93523,937,2864,59,45478,"(910.0, 1365.0]"
3722,2023.3.18,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1013833,66732,297,3414,7,144833,"(0.0, 455.0]"
3731,2023.3.19,인스톨,페이스북,fb_app_install_AAA_aos_2205,211380,39937,237,892,5,42276,"(0.0, 455.0]"
3732,2023.3.19,인스톨,페이스북,fb_app_install_AAA_ios_2205,315848,185805,183,1726,8,39481,"(0.0, 455.0]"
3733,2023.3.19,인스톨,페이스북,fb_app_install_catalog_aos_2201,878638,46469,644,1364,14,62760,"(455.0, 910.0]"
3734,2023.3.19,인스톨,페이스북,fb_app_install_catalog_ios_2301,1707742,171537,723,2362,10,170774,"(455.0, 910.0]"
3735,2023.3.19,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,2851644,101758,919,3103,55,51848,"(910.0, 1365.0]"
3736,2023.3.19,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1084034,81149,339,3198,6,180672,"(0.0, 455.0]"
3745,2023.3.20,인스톨,페이스북,fb_app_install_AAA_aos_2205,351539,52034,311,1130,6,58590,"(0.0, 455.0]"
3746,2023.3.20,인스톨,페이스북,fb_app_install_AAA_ios_2205,336548,185498,275,1224,2,168274,"(0.0, 455.0]"
3747,2023.3.20,인스톨,페이스북,fb_app_install_catalog_aos_2201,889748,49950,561,1586,7,127107,"(455.0, 910.0]"
3748,2023.3.20,인스톨,페이스북,fb_app_install_catalog_ios_2301,1711818,182790,901,1900,16,106989,"(455.0, 910.0]"
3749,2023.3.20,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3216428,123259,998,3223,42,76582,"(910.0, 1365.0]"
3750,2023.3.20,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1335794,106445,329,4060,4,333949,"(0.0, 455.0]"
3759,2023.3.21,인스톨,페이스북,fb_app_install_AAA_aos_2205,487899,60057,389,1254,7,69700,"(0.0, 455.0]"
3760,2023.3.21,인스톨,페이스북,fb_app_install_AAA_ios_2205,390060,158083,312,1250,5,78012,"(0.0, 455.0]"
3761,2023.3.21,인스톨,페이스북,fb_app_install_catalog_aos_2201,980811,60511,564,1739,17,57695,"(455.0, 910.0]"
3762,2023.3.21,인스톨,페이스북,fb_app_install_catalog_ios_2301,1659777,155893,932,1781,12,138315,"(910.0, 1365.0]"
3763,2023.3.21,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3235333,120563,983,3291,55,58824,"(910.0, 1365.0]"
3764,2023.3.21,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1463211,99817,421,3476,5,292642,"(0.0, 455.0]"
3773,2023.3.22,인스톨,페이스북,fb_app_install_AAA_aos_2205,795742,119346,511,1557,13,61211,"(455.0, 910.0]"
3774,2023.3.22,인스톨,페이스북,fb_app_install_AAA_ios_2205,901877,404241,294,3068,9,100209,"(0.0, 455.0]"
3775,2023.3.22,인스톨,페이스북,fb_app_install_catalog_aos_2201,737864,48267,470,1570,10,73786,"(455.0, 910.0]"
3776,2023.3.22,인스톨,페이스북,fb_app_install_catalog_ios_2301,1307268,145536,847,1543,2,653634,"(455.0, 910.0]"
3777,2023.3.22,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3427209,138047,1056,3245,53,64664,"(910.0, 1365.0]"
3778,2023.3.22,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1143384,79755,471,2428,12,95282,"(455.0, 910.0]"
3787,2023.3.23,인스톨,페이스북,fb_app_install_AAA_aos_2205,985242,125669,577,1708,13,75788,"(455.0, 910.0]"
3788,2023.3.23,인스톨,페이스북,fb_app_install_AAA_ios_2205,1101467,395786,380,2899,4,275367,"(0.0, 455.0]"
3789,2023.3.23,인스톨,페이스북,fb_app_install_catalog_aos_2201,658542,45180,378,1742,5,131708,"(0.0, 455.0]"
3790,2023.3.23,인스톨,페이스북,fb_app_install_catalog_ios_2301,1018976,118340,801,1272,16,63686,"(455.0, 910.0]"
3791,2023.3.23,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3173153,138793,946,3354,56,56663,"(910.0, 1365.0]"
3792,2023.3.23,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1042230,78586,426,2447,2,521115,"(0.0, 455.0]"
3802,2023.3.24,인스톨,페이스북,fb_app_install_AAA_aos_2205,2031547,165794,890,2283,27,75242,"(455.0, 910.0]"
3803,2023.3.24,인스톨,페이스북,fb_app_install_AAA_ios_2205,1419321,394514,602,2358,4,354830,"(455.0, 910.0]"
3804,2023.3.24,인스톨,페이스북,fb_app_install_catalog_aos_2201,809941,39415,342,2368,11,73631,"(0.0, 455.0]"
3805,2023.3.24,인스톨,페이스북,fb_app_install_catalog_ios_2301,1514006,147669,673,2250,9,168223,"(455.0, 910.0]"
3806,2023.3.24,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3256501,118331,769,4235,47,69287,"(455.0, 910.0]"
3807,2023.3.24,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1113127,73836,408,2728,6,185521,"(0.0, 455.0]"
3816,2023.3.25,인스톨,페이스북,fb_app_install_AAA_aos_2205,2105015,167191,1000,2105,42,50119,"(910.0, 1365.0]"
3817,2023.3.25,인스톨,페이스북,fb_app_install_AAA_ios_2205,1475582,421235,659,2239,8,184448,"(455.0, 910.0]"
3818,2023.3.25,인스톨,페이스북,fb_app_install_catalog_aos_2201,845729,39553,375,2255,8,105716,"(0.0, 455.0]"
3819,2023.3.25,인스톨,페이스북,fb_app_install_catalog_ios_2301,1589786,149922,639,2488,11,144526,"(455.0, 910.0]"
3820,2023.3.25,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3370900,115788,817,4126,63,53506,"(455.0, 910.0]"
3821,2023.3.25,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1164068,77746,346,3364,9,129341,"(0.0, 455.0]"
3831,2023.3.26,인스톨,페이스북,fb_app_install_AAA_aos_2205,2220416,206189,1228,1808,41,54156,"(910.0, 1365.0]"
3832,2023.3.26,인스톨,페이스북,fb_app_install_AAA_ios_2205,1549373,516174,717,2161,18,86076,"(455.0, 910.0]"
3833,2023.3.26,인스톨,페이스북,fb_app_install_catalog_aos_2201,888891,43553,419,2121,17,52288,"(0.0, 455.0]"
3834,2023.3.26,인스톨,페이스북,fb_app_install_catalog_ios_2301,1661168,162351,684,2429,10,166117,"(455.0, 910.0]"
3835,2023.3.26,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3548173,121864,989,3588,66,53760,"(910.0, 1365.0]"
3836,2023.3.26,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1216480,82999,352,3456,17,71558,"(0.0, 455.0]"
3845,2023.3.27,인스톨,페이스북,fb_app_install_AAA_aos_2205,1877432,176854,889,2112,15,125162,"(455.0, 910.0]"
3846,2023.3.27,인스톨,페이스북,fb_app_install_AAA_ios_2205,1485172,510517,1023,1452,8,185646,"(910.0, 1365.0]"
3847,2023.3.27,인스톨,페이스북,fb_app_install_catalog_aos_2201,865491,43504,394,2197,16,54093,"(0.0, 455.0]"
3848,2023.3.27,인스톨,페이스북,fb_app_install_catalog_ios_2301,1432646,150296,748,1915,18,79591,"(455.0, 910.0]"
3849,2023.3.27,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3415178,114124,843,4051,70,48788,"(455.0, 910.0]"
3850,2023.3.27,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1166574,92419,438,2663,16,72911,"(0.0, 455.0]"
3859,2023.3.28,인스톨,페이스북,fb_app_install_AAA_aos_2205,1150015,145614,646,1780,14,82144,"(455.0, 910.0]"
3860,2023.3.28,인스톨,페이스북,fb_app_install_AAA_ios_2205,1724383,590740,1135,1519,17,101434,"(910.0, 1365.0]"
3861,2023.3.28,인스톨,페이스북,fb_app_install_catalog_aos_2201,864488,45723,477,1812,7,123498,"(455.0, 910.0]"
3862,2023.3.28,인스톨,페이스북,fb_app_install_catalog_ios_2301,1052160,107745,780,1349,4,263040,"(455.0, 910.0]"
3863,2023.3.28,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3732207,131689,1058,3528,70,53317,"(910.0, 1365.0]"
3864,2023.3.28,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1051626,82445,402,2616,12,87636,"(0.0, 455.0]"
3874,2023.3.29,인스톨,페이스북,fb_app_install_AAA_aos_2205,1148478,135538,616,1864,17,67558,"(455.0, 910.0]"
3875,2023.3.29,인스톨,페이스북,fb_app_install_AAA_ios_2205,1715117,594399,985,1741,15,114341,"(910.0, 1365.0]"
3876,2023.3.29,인스톨,페이스북,fb_app_install_catalog_aos_2201,861011,47887,444,1939,10,86101,"(0.0, 455.0]"
3877,2023.3.29,인스톨,페이스북,fb_app_install_catalog_ios_2301,1049912,107510,616,1704,8,131239,"(455.0, 910.0]"
3878,2023.3.29,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3730978,130988,978,3815,73,51109,"(910.0, 1365.0]"
3879,2023.3.29,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1048036,88617,355,2952,4,262009,"(0.0, 455.0]"
3889,2023.3.30,인스톨,페이스북,fb_app_install_AAA_aos_2205,1142414,152243,544,2100,10,114241,"(455.0, 910.0]"
3890,2023.3.30,인스톨,페이스북,fb_app_install_AAA_ios_2205,1711559,626797,1005,1703,4,427890,"(910.0, 1365.0]"
3891,2023.3.30,인스톨,페이스북,fb_app_install_catalog_aos_2201,856354,44753,371,2308,11,77850,"(0.0, 455.0]"
3892,2023.3.30,인스톨,페이스북,fb_app_install_catalog_ios_2301,1046241,109479,498,2101,6,174374,"(455.0, 910.0]"
3893,2023.3.30,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3710116,115303,972,3817,58,63968,"(910.0, 1365.0]"
3894,2023.3.30,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1044187,85873,347,3009,6,174031,"(0.0, 455.0]"
3904,2023.3.31,인스톨,페이스북,fb_app_install_AAA_aos_2205,1342603,192605,643,2088,12,111884,"(455.0, 910.0]"
3905,2023.3.31,인스톨,페이스북,fb_app_install_AAA_ios_2205,2016492,729325,810,2489,4,504123,"(455.0, 910.0]"
3906,2023.3.31,인스톨,페이스북,fb_app_install_catalog_aos_2201,863129,45393,400,2158,5,172626,"(0.0, 455.0]"
3907,2023.3.31,인스톨,페이스북,fb_app_install_catalog_ios_2301,1046047,109988,510,2051,4,261512,"(455.0, 910.0]"
3908,2023.3.31,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3598823,120912,960,3749,41,87776,"(910.0, 1365.0]"
3909,2023.3.31,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1029180,84230,289,3561,10,102918,"(0.0, 455.0]"
3918,2023.4.1,인스톨,페이스북,fb_app_install_AAA_aos_2205,0,0,34,0,0,0,"(0.0, 455.0]"
3919,2023.4.1,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,897,0,0,0,"(455.0, 910.0]"
3920,2023.4.1,인스톨,페이스북,fb_app_install_catalog_aos_2201,1107515,59782,522,2122,15,73834,"(455.0, 910.0]"
3921,2023.4.1,인스톨,페이스북,fb_app_install_catalog_ios_2301,1097182,110412,507,2164,6,182864,"(455.0, 910.0]"
